IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.243.74.220,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,9649 kB/s
47.242.157.96,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,9636 kB/s
8.218.222.36,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,9595 kB/s
47.243.74.220,80,false,HKG,Asia Pacific,Hong Kong,56 ms,9364 kB/s
8.217.164.10,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,9154 kB/s
8.210.3.24,80,false,HKG,Asia Pacific,Hong Kong,66 ms,8990 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,243 ms,8924 kB/s
8.210.100.23,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8786 kB/s
8.210.192.93,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,8709 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,247 ms,8706 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,223 ms,8607 kB/s
47.242.157.96,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,8456 kB/s
8.210.192.93,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,8419 kB/s
8.218.222.36,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,8393 kB/s
8.210.146.108,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,8367 kB/s
8.218.53.110,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,8241 kB/s
47.242.252.237,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,8166 kB/s
47.245.118.70,2082,false,SIN,Asia Pacific,Singapore,234 ms,8125 kB/s
8.210.175.109,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,8054 kB/s
8.210.156.6,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,8019 kB/s
8.210.65.1,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,7980 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,236 ms,7930 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,231 ms,7848 kB/s
47.243.91.58,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,7844 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,223 ms,7840 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,231 ms,7806 kB/s
47.236.146.249,80,false,SIN,Asia Pacific,Singapore,252 ms,7767 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,7673 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,247 ms,7642 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,245 ms,7613 kB/s
8.219.4.122,2052,false,SIN,Asia Pacific,Singapore,233 ms,7610 kB/s
47.242.157.96,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,7608 kB/s
8.218.48.92,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,7504 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,221 ms,7501 kB/s
8.219.11.158,2086,false,SIN,Asia Pacific,Singapore,229 ms,7470 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,273 ms,7421 kB/s
8.218.174.118,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,7405 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,223 ms,7393 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,255 ms,7371 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,226 ms,7359 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,221 ms,7353 kB/s
47.242.155.183,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,7348 kB/s
8.218.211.17,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,7294 kB/s
8.210.66.190,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,7276 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,250 ms,7275 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,264 ms,7257 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,226 ms,7250 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,236 ms,7201 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,237 ms,7198 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,271 ms,7193 kB/s
8.210.65.1,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,7120 kB/s
47.242.157.96,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,7098 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,239 ms,7087 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,228 ms,7070 kB/s
47.242.59.216,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,7070 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,223 ms,7068 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,235 ms,7047 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,235 ms,6992 kB/s
8.219.67.133,2086,false,SIN,Asia Pacific,Singapore,230 ms,6986 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,278 ms,6971 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,246 ms,6966 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,256 ms,6951 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,236 ms,6929 kB/s
8.210.175.109,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,6914 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,251 ms,6883 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,220 ms,6883 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,238 ms,6881 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,306 ms,6877 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,242 ms,6849 kB/s
8.219.98.13,8880,false,SIN,Asia Pacific,Singapore,220 ms,6828 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,247 ms,6820 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,232 ms,6816 kB/s
8.219.120.87,80,false,SIN,Asia Pacific,Singapore,239 ms,6814 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,228 ms,6813 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,221 ms,6803 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,241 ms,6798 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,287 ms,6782 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,228 ms,6766 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,236 ms,6757 kB/s
47.242.59.216,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,6751 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,237 ms,6745 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,225 ms,6742 kB/s
8.210.3.24,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,6742 kB/s
8.219.78.188,2095,false,SIN,Asia Pacific,Singapore,260 ms,6740 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,236 ms,6739 kB/s
8.217.207.60,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,6738 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,261 ms,6706 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,227 ms,6698 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,225 ms,6691 kB/s
8.210.34.188,2082,false,HKG,Asia Pacific,Hong Kong,72 ms,6690 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,223 ms,6686 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,246 ms,6641 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,260 ms,6630 kB/s
8.219.110.81,8880,false,SIN,Asia Pacific,Singapore,224 ms,6611 kB/s
8.219.107.135,2052,false,SIN,Asia Pacific,Singapore,225 ms,6593 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,236 ms,6574 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,230 ms,6563 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,269 ms,6561 kB/s
47.243.90.180,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,6558 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,245 ms,6558 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,244 ms,6547 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,248 ms,6544 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,244 ms,6541 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,261 ms,6539 kB/s
8.219.163.195,2095,false,SIN,Asia Pacific,Singapore,227 ms,6530 kB/s
47.242.155.183,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,6509 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,281 ms,6496 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,251 ms,6491 kB/s
47.243.169.63,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,6478 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,234 ms,6453 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,253 ms,6450 kB/s
47.243.90.180,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,6449 kB/s
8.219.11.158,8080,false,SIN,Asia Pacific,Singapore,218 ms,6448 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,232 ms,6443 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,245 ms,6442 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,235 ms,6435 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,227 ms,6433 kB/s
8.219.177.205,2052,false,SIN,Asia Pacific,Singapore,223 ms,6432 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,225 ms,6429 kB/s
8.210.192.93,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,6426 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,223 ms,6425 kB/s
47.236.169.141,2086,false,SIN,Asia Pacific,Singapore,226 ms,6405 kB/s
8.219.11.158,8880,false,SIN,Asia Pacific,Singapore,237 ms,6405 kB/s
8.210.146.108,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,6391 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,226 ms,6390 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,262 ms,6389 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,252 ms,6382 kB/s
47.245.114.163,2095,false,SIN,Asia Pacific,Singapore,250 ms,6381 kB/s
47.242.59.216,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,6381 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,241 ms,6373 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,220 ms,6373 kB/s
47.236.146.249,2095,false,SIN,Asia Pacific,Singapore,240 ms,6371 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,223 ms,6365 kB/s
47.236.144.196,2095,false,SIN,Asia Pacific,Singapore,268 ms,6361 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,253 ms,6359 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,224 ms,6307 kB/s
8.219.67.133,8080,false,SIN,Asia Pacific,Singapore,244 ms,6295 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,265 ms,6294 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,252 ms,6294 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,247 ms,6294 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,244 ms,6292 kB/s
47.236.117.48,2082,false,SIN,Asia Pacific,Singapore,234 ms,6288 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,237 ms,6286 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,247 ms,6267 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,236 ms,6265 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,262 ms,6252 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,245 ms,6250 kB/s
8.219.110.81,2086,false,SIN,Asia Pacific,Singapore,228 ms,6245 kB/s
47.245.114.163,2052,false,SIN,Asia Pacific,Singapore,240 ms,6238 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,221 ms,6227 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,6224 kB/s
47.242.59.216,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,6213 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,256 ms,6212 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,248 ms,6206 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,234 ms,6196 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,229 ms,6188 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,223 ms,6187 kB/s
8.219.210.64,8880,false,SIN,Asia Pacific,Singapore,250 ms,6183 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,269 ms,6183 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,234 ms,6164 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,279 ms,6164 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,235 ms,6144 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,265 ms,6136 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,253 ms,6135 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,254 ms,6133 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,236 ms,6131 kB/s
8.219.6.150,8880,false,SIN,Asia Pacific,Singapore,225 ms,6131 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,61 ms,6124 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,221 ms,6124 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,226 ms,6114 kB/s
47.245.118.70,8080,false,SIN,Asia Pacific,Singapore,239 ms,6109 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,233 ms,6103 kB/s
8.219.122.55,2082,false,SIN,Asia Pacific,Singapore,242 ms,6103 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,235 ms,6102 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,241 ms,6094 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,242 ms,6090 kB/s
8.219.163.195,2082,false,SIN,Asia Pacific,Singapore,227 ms,6085 kB/s
47.236.158.158,8080,false,SIN,Asia Pacific,Singapore,250 ms,6084 kB/s
8.219.11.158,2082,false,SIN,Asia Pacific,Singapore,244 ms,6078 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,266 ms,6076 kB/s
8.219.163.195,8880,false,SIN,Asia Pacific,Singapore,243 ms,6069 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,239 ms,6068 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,246 ms,6061 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,235 ms,6055 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,243 ms,6052 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,274 ms,6051 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,224 ms,6051 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,236 ms,6041 kB/s
8.222.160.176,2052,false,SIN,Asia Pacific,Singapore,223 ms,6038 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,227 ms,6034 kB/s
8.219.87.30,8080,false,SIN,Asia Pacific,Singapore,250 ms,6026 kB/s
8.219.117.198,2086,false,SIN,Asia Pacific,Singapore,221 ms,6022 kB/s
8.210.66.190,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,6021 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,245 ms,6021 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,258 ms,6011 kB/s
47.245.114.163,2086,false,SIN,Asia Pacific,Singapore,236 ms,6011 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,249 ms,6006 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,233 ms,5994 kB/s
8.219.124.227,2052,false,SIN,Asia Pacific,Singapore,222 ms,5991 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,245 ms,5982 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,243 ms,5981 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,233 ms,5973 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,247 ms,5968 kB/s
8.219.67.133,8880,false,SIN,Asia Pacific,Singapore,244 ms,5965 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,236 ms,5964 kB/s
8.217.164.10,2086,false,HKG,Asia Pacific,Hong Kong,74 ms,5949 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,280 ms,5925 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,249 ms,5921 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,235 ms,5914 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,239 ms,5912 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,218 ms,5911 kB/s
47.237.0.31,8080,false,SIN,Asia Pacific,Singapore,251 ms,5910 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,230 ms,5910 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,239 ms,5907 kB/s
47.245.114.163,8880,false,SIN,Asia Pacific,Singapore,249 ms,5907 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,297 ms,5906 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,229 ms,5903 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,241 ms,5894 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,271 ms,5878 kB/s
8.219.77.222,2082,false,SIN,Asia Pacific,Singapore,223 ms,5874 kB/s
8.219.51.211,2086,false,SIN,Asia Pacific,Singapore,231 ms,5870 kB/s
8.219.107.135,2086,false,SIN,Asia Pacific,Singapore,223 ms,5865 kB/s
8.219.107.135,80,false,SIN,Asia Pacific,Singapore,244 ms,5856 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,244 ms,5849 kB/s
47.236.169.141,2052,false,SIN,Asia Pacific,Singapore,241 ms,5847 kB/s
8.219.189.143,8080,false,SIN,Asia Pacific,Singapore,225 ms,5845 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,246 ms,5844 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,222 ms,5839 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,247 ms,5836 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,226 ms,5833 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,234 ms,5822 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,230 ms,5805 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,221 ms,5804 kB/s
8.210.3.24,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,5803 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,223 ms,5803 kB/s
8.219.201.245,2095,false,SIN,Asia Pacific,Singapore,236 ms,5801 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,227 ms,5801 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,264 ms,5801 kB/s
47.236.167.231,2095,false,SIN,Asia Pacific,Singapore,238 ms,5797 kB/s
8.219.142.191,80,false,SIN,Asia Pacific,Singapore,228 ms,5789 kB/s
8.219.191.110,2082,false,SIN,Asia Pacific,Singapore,235 ms,5787 kB/s
8.219.107.135,2082,false,SIN,Asia Pacific,Singapore,221 ms,5783 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,237 ms,5780 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,255 ms,5778 kB/s
8.210.100.23,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,5777 kB/s
8.219.191.110,2086,false,SIN,Asia Pacific,Singapore,221 ms,5774 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,233 ms,5772 kB/s
8.219.51.211,8080,false,SIN,Asia Pacific,Singapore,226 ms,5766 kB/s
47.243.139.243,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5762 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,247 ms,5761 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,225 ms,5756 kB/s
47.245.118.70,80,false,SIN,Asia Pacific,Singapore,240 ms,5754 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,260 ms,5753 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,244 ms,5738 kB/s
8.217.248.220,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,5735 kB/s
8.219.11.158,2052,false,SIN,Asia Pacific,Singapore,233 ms,5734 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,221 ms,5731 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,219 ms,5727 kB/s
47.236.158.158,2095,false,SIN,Asia Pacific,Singapore,247 ms,5727 kB/s
8.219.11.158,2095,false,SIN,Asia Pacific,Singapore,219 ms,5726 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,229 ms,5719 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,254 ms,5706 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,245 ms,5700 kB/s
8.219.191.40,2082,false,SIN,Asia Pacific,Singapore,243 ms,5679 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,245 ms,5665 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,235 ms,5659 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,244 ms,5645 kB/s
47.236.158.158,8880,false,SIN,Asia Pacific,Singapore,245 ms,5645 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,237 ms,5645 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,228 ms,5644 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,243 ms,5644 kB/s
8.219.110.81,2082,false,SIN,Asia Pacific,Singapore,227 ms,5643 kB/s
8.218.2.181,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,5643 kB/s
47.245.102.52,2086,false,SIN,Asia Pacific,Singapore,250 ms,5642 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,236 ms,5632 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,247 ms,5632 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,230 ms,5632 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,247 ms,5627 kB/s
8.219.177.205,80,false,SIN,Asia Pacific,Singapore,224 ms,5624 kB/s
